PassengerId,knn_mean_distance,ad_threshold,AD_status
503,0.010802277140678874,1.2421180609132714,AD内
465,0.0,1.2421180609132714,AD内
199,0.0,1.2421180609132714,AD内
766,0.7064019051829449,1.2421180609132714,AD内
422,0.009290664961311635,1.2421180609132714,AD内
369,0.0,1.2421180609132714,AD内
644,0.1557574035835045,1.2421180609132714,AD内
47,0.3344788339032913,1.2421180609132714,AD内
672,0.45499598520414974,1.2421180609132714,AD内
531,0.17564330079317428,1.2421180609132714,AD内
127,0.0,1.2421180609132714,AD内
88,0.0,1.2421180609132714,AD内
338,0.9277330936333795,1.2421180609132714,AD内
126,0.4208736523876214,1.2421180609132714,AD内
640,0.03819090606228065,1.2421180609132714,AD内
416,0.0,1.2421180609132714,AD内
113,0.020167471288709327,1.2421180609132714,AD内
469,0.0013607646146675423,1.2421180609132714,AD内
350,0.1474893502708471,1.2421180609132714,AD内
891,0.029269130522999974,1.2421180609132714,AD内
22,0.08127887409759507,1.2421180609132714,AD内
361,1.51790383905806,1.2421180609132714,AD外
112,0.3669637271133231,1.2421180609132714,AD内
741,0.051951386988639846,1.2421180609132714,AD内
799,0.054112911314199576,1.2421180609132714,AD内
79,0.22986903025152555,1.2421180609132714,AD内
737,1.5965477363981804,1.2421180609132714,AD外
434,0.10537649498802375,1.2421180609132714,AD内
598,2.5983791836158083,1.2421180609132714,AD外
200,0.09416990596037342,1.2421180609132714,AD内
295,0.06113962768205108,1.2421180609132714,AD内
172,0.6327222504829627,1.2421180609132714,AD内
377,0.0042452304666440455,1.2421180609132714,AD内
492,0.05897949208006141,1.2421180609132714,AD内
394,0.3764030139951713,1.2421180609132714,AD内
487,0.5535084400420147,1.2421180609132714,AD内
604,0.09452441541459232,1.2421180609132714,AD内
580,0.014459201357343843,1.2421180609132714,AD内
380,0.9314047182827137,1.2421180609132714,AD内
635,0.6955192483143279,1.2421180609132714,AD内
183,0.9735657934140981,1.2421180609132714,AD内
579,0.33680360903009027,1.2421180609132714,AD内
121,1.4259457417767163,1.2421180609132714,AD外
73,1.303051323052726,1.2421180609132714,AD外
313,0.6712249559624606,1.2421180609132714,AD内
675,0.6026046649938916,1.2421180609132714,AD内
742,0.7463031068018038,1.2421180609132714,AD内
880,0.48473596814241626,1.2421180609132714,AD内
409,0.008511853195820374,1.2421180609132714,AD内
863,0.120016121141408,1.2421180609132714,AD内
490,0.6099625925467007,1.2421180609132714,AD内
837,0.06618523561825602,1.2421180609132714,AD内
404,0.03218681334063343,1.2421180609132714,AD内
391,1.5788483660479753,1.2421180609132714,AD外
151,0.25381511724275047,1.2421180609132714,AD内
10,0.6659857392814006,1.2421180609132714,AD内
246,0.6889562394902138,1.2421180609132714,AD内
17,0.6950252119163646,1.2421180609132714,AD内
158,0.049581232853352974,1.2421180609132714,AD内
584,0.4745453067619416,1.2421180609132714,AD内
134,0.1788336904734104,1.2421180609132714,AD内
38,0.0245415500661905,1.2421180609132714,AD内
816,1.0593587600046646,1.2421180609132714,AD内
122,0.0,1.2421180609132714,AD内
667,0.07787870179175227,1.2421180609132714,AD内
80,0.8960009531343864,1.2421180609132714,AD内
624,0.12990319462023162,1.2421180609132714,AD内
600,0.5671870168257067,1.2421180609132714,AD内
406,0.38642839245537913,1.2421180609132714,AD内
314,0.0,1.2421180609132714,AD内
824,0.2193759399224263,1.2421180609132714,AD内
137,0.9960822065772478,1.2421180609132714,AD内
833,0.0,1.2421180609132714,AD内
32,0.8055360756170327,1.2421180609132714,AD内
99,0.24205898339386084,1.2421180609132714,AD内
282,0.011588890856279677,1.2421180609132714,AD内
52,0.009042254953960738,1.2421180609132714,AD内
94,0.7304062759752112,1.2421180609132714,AD内
368,0.0,1.2421180609132714,AD内
815,0.04112105806326656,1.2421180609132714,AD内
39,0.3554609023831857,1.2421180609132714,AD内
820,0.7305878335868707,1.2421180609132714,AD内
847,1.0110394008670585,1.2421180609132714,AD内
221,0.03600515702570724,1.2421180609132714,AD内
506,0.33142927420222384,1.2421180609132714,AD内
26,1.9462874776818644,1.2421180609132714,AD外
583,0.7899428776677417,1.2421180609132714,AD内
124,0.7336708395794636,1.2421180609132714,AD内
351,0.09577607243205431,1.2421180609132714,AD内
186,0.27808431255827604,1.2421180609132714,AD内
155,0.03751686104008933,1.2421180609132714,AD内
321,0.0042452304666440455,1.2421180609132714,AD内
13,0.05198126993744847,1.2421180609132714,AD内
240,0.10888692406271827,1.2421180609132714,AD内
540,0.6891706529397184,1.2421180609132714,AD内
872,0.6870709288949752,1.2421180609132714,AD内
86,0.637148359072913,1.2421180609132714,AD内
345,0.06413109264213411,1.2421180609132714,AD内
758,0.08666861786043485,1.2421180609132714,AD内
189,0.5282984450284844,1.2421180609132714,AD内
243,0.11204194111817109,1.2421180609132714,AD内
72,0.9502901600987841,1.2421180609132714,AD内
45,0.02798703238742776,1.2421180609132714,AD内
641,0.14465481060918006,1.2421180609132714,AD内
306,1.464784486520998,1.2421180609132714,AD外
242,0.03218681334063343,1.2421180609132714,AD内
475,0.10526702502877536,1.2421180609132714,AD内
471,0.002058243473606769,1.2421180609132714,AD内
100,0.25531053746340004,1.2421180609132714,AD内
424,0.4162130755606716,1.2421180609132714,AD内
684,0.8635538205945675,1.2421180609132714,AD内
566,0.8235623534359184,1.2421180609132714,AD内
805,0.08403170878543093,1.2421180609132714,AD内
431,0.021644336983914048,1.2421180609132714,AD内
564,0.0,1.2421180609132714,AD内
226,0.07760920545980902,1.2421180609132714,AD内
163,0.013456940989131926,1.2421180609132714,AD内
355,0.00020811905169089152,1.2421180609132714,AD内
305,0.7998237397980297,1.2421180609132714,AD内
353,0.9826015867898523,1.2421180609132714,AD内
15,0.13137557408377845,1.2421180609132714,AD内
825,0.8083162346742154,1.2421180609132714,AD内
290,0.014190039984036118,1.2421180609132714,AD内
885,0.08560236600054423,1.2421180609132714,AD内
177,0.32890541088201986,1.2421180609132714,AD内
806,0.20808925850404042,1.2421180609132714,AD内
393,1.170347762993579,1.2421180609132714,AD内
762,0.13245634180713858,1.2421180609132714,AD内
676,0.029124027244373407,1.2421180609132714,AD内
5,0.3818807810923903,1.2421180609132714,AD内
276,0.9009322996252186,1.2421180609132714,AD内
128,0.07925437255762036,1.2421180609132714,AD内
383,0.014459201357343843,1.2421180609132714,AD内
443,0.28637751109990905,1.2421180609132714,AD内
